floor_level,zone_id,created_at,ta,pmv,lux,spl,co2,hour
30,8,2019-05-15 10:10:00+00:00,22.52,0.1,133,46,496,10
30,8,2019-05-16 12:50:00+00:00,22.24,0.1,102,0,630,12
30,8,2019-05-16 12:55:00+00:00,22.39,0.1,107,47,635,12
30,8,2019-05-16 13:00:00+00:00,22.52,0.2,60,48,639,13
30,8,2019-05-16 13:05:00+00:00,22.65,0.2,65,47,646,13
30,8,2019-05-16 13:10:00+00:00,22.73,0.2,102,46,648,13
30,8,2019-05-16 13:15:00+00:00,22.84,0.2,86,46,644,13
30,8,2019-05-16 13:20:00+00:00,22.92,0.2,97,47,659,13
30,8,2019-05-16 13:25:00+00:00,22.97,0.2,97,51,661,13
30,8,2019-05-16 13:30:00+00:00,23.02,0.2,91,52,675,13
30,8,2019-05-16 13:35:00+00:00,23.09,0.2,97,49,679,13
30,8,2019-05-16 13:40:00+00:00,23.12,0.2,97,48,688,13
30,8,2019-05-16 13:45:00+00:00,23.17,0.2,97,46,676,13
30,8,2019-05-16 13:50:00+00:00,23.2,0.2,97,46,673,13
30,8,2019-05-16 13:55:00+00:00,23.25,0.3,97,46,669,13
30,8,2019-05-16 14:00:00+00:00,23.25,0.3,97,46,661,14
30,8,2019-05-16 14:05:00+00:00,23.28,0.3,97,47,666,14
30,8,2019-05-16 14:10:00+00:00,23.3,0.3,91,50,670,14
30,8,2019-05-16 14:15:00+00:00,23.33,0.3,91,50,685,14
30,8,2019-05-16 14:20:00+00:00,23.35,0.3,81,49,688,14
30,8,2019-05-16 14:20:00+00:00,23.35,0.3,81,49,688,14
30,8,2019-05-16 14:25:00+00:00,23.37,0.3,86,50,688,14
30,8,2019-05-16 14:30:00+00:00,23.34,0.3,81,50,693,14
30,8,2019-05-16 14:35:00+00:00,23.31,0.3,81,49,699,14
30,8,2019-05-16 14:40:00+00:00,23.37,0.3,81,48,712,14
30,8,2019-05-16 14:45:00+00:00,23.4,0.3,81,48,711,14
30,8,2019-05-16 14:50:00+00:00,23.39,0.3,81,48,719,14
30,8,2019-05-16 14:55:00+00:00,23.39,0.3,81,48,728,14
30,8,2019-05-16 15:00:00+00:00,23.36,0.3,81,49,747,15
30,8,2019-05-16 15:05:00+00:00,23.35,0.3,76,51,750,15
30,8,2019-05-16 15:10:00+00:00,23.34,0.3,76,50,756,15
30,8,2019-05-16 15:15:00+00:00,23.35,0.3,81,47,764,15
30,8,2019-05-16 15:20:00+00:00,23.35,0.3,81,47,752,15
30,8,2019-05-16 15:25:00+00:00,23.34,0.3,76,46,754,15
30,8,2019-05-16 15:30:00+00:00,23.37,0.2,71,46,734,15
30,8,2019-05-16 15:35:00+00:00,23.36,0.2,71,47,710,15
30,8,2019-05-16 15:40:00+00:00,23.34,0.2,71,48,722,15
30,8,2019-05-16 15:45:00+00:00,23.34,0.2,65,48,723,15
30,8,2019-05-16 15:50:00+00:00,23.33,0.2,60,48,721,15
30,8,2019-05-16 15:55:00+00:00,23.33,0.2,60,49,720,15
30,8,2019-05-16 16:00:00+00:00,23.34,0.2,60,49,731,16
30,8,2019-05-16 16:05:00+00:00,23.3,0.2,55,47,738,16
30,8,2019-05-16 16:10:00+00:00,23.25,0.2,55,47,742,16
30,8,2019-05-16 16:15:00+00:00,23.27,0.2,50,46,739,16
30,8,2019-05-16 16:20:00+00:00,23.28,0.2,45,47,725,16
30,8,2019-05-16 16:25:00+00:00,23.3,0.2,45,50,720,16
30,8,2019-05-16 16:30:00+00:00,23.3,0.2,40,50,720,16
30,8,2019-05-16 16:35:00+00:00,23.3,0.2,40,49,734,16
30,8,2019-05-16 16:40:00+00:00,23.26,0.2,40,48,737,16
30,8,2019-05-16 16:45:00+00:00,23.19,0.2,34,46,725,16
30,8,2019-05-16 16:50:00+00:00,23.17,0.2,29,46,713,16
30,8,2019-05-16 16:55:00+00:00,23.17,0.2,29,46,710,16
30,8,2019-05-16 16:55:00+00:00,23.17,0.2,29,46,710,16
30,8,2019-05-16 17:00:00+00:00,23.18,0.2,29,46,704,17
30,8,2019-05-16 17:05:00+00:00,23.19,0.2,29,47,695,17
30,8,2019-05-16 17:10:00+00:00,23.2,0.2,29,47,675,17
30,8,2019-05-16 17:15:00+00:00,23.21,0.2,29,47,663,17
30,8,2019-05-16 17:20:00+00:00,23.19,0.2,24,49,665,17
30,8,2019-05-16 17:25:00+00:00,23.16,0.2,29,49,662,17
30,8,2019-05-16 17:30:00+00:00,23.13,0.2,29,47,643,17
30,8,2019-05-16 17:35:00+00:00,23.11,0.2,29,46,624,17
30,8,2019-05-16 17:40:00+00:00,23.1,0.2,24,46,617,17
30,8,2019-05-16 17:45:00+00:00,23.07,0.2,29,47,597,17
30,8,2019-05-16 17:50:00+00:00,23.05,0.2,29,46,587,17
30,8,2019-05-16 17:55:00+00:00,23.03,0.2,29,45,573,17
30,8,2019-05-16 18:00:00+00:00,22.99,0.1,29,45,558,18
30,8,2019-05-16 18:05:00+00:00,22.94,0.1,29,45,534,18
30,8,2019-05-16 18:10:00+00:00,22.91,0.1,29,45,524,18
30,8,2019-05-16 18:15:00+00:00,22.87,0.1,29,45,519,18
30,8,2019-05-16 18:20:00+00:00,22.85,0.1,29,45,512,18
30,8,2019-05-16 18:25:00+00:00,22.79,0.1,29,45,500,18
30,8,2019-05-16 18:30:00+00:00,22.74,0.1,29,45,499,18
30,8,2019-05-16 18:35:00+00:00,22.72,0.1,29,45,496,18
30,8,2019-05-16 18:40:00+00:00,22.68,0.1,29,44,490,18
30,8,2019-05-16 18:45:00+00:00,22.67,0.1,29,44,493,18
30,8,2019-05-16 18:50:00+00:00,22.65,0.1,29,44,486,18
30,8,2019-05-16 18:55:00+00:00,22.62,0.1,29,44,479,18
30,8,2019-05-16 19:00:00+00:00,22.62,0.1,29,44,475,19
30,8,2019-05-16 19:05:00+00:00,22.58,0.0,24,45,472,19
30,8,2019-05-16 19:10:00+00:00,22.57,0.0,19,45,463,19
30,8,2019-05-16 19:15:00+00:00,22.58,0.1,19,44,465,19
30,8,2019-05-16 19:20:00+00:00,22.63,0.1,24,49,466,19
30,8,2019-05-16 19:25:00+00:00,22.65,0.1,24,52,480,19
30,8,2019-05-16 19:30:00+00:00,22.69,0.1,24,47,486,19
30,8,2019-05-16 19:35:00+00:00,22.73,0.1,24,44,485,19
30,8,2019-05-16 19:40:00+00:00,22.77,0.1,24,44,487,19
30,8,2019-05-16 19:45:00+00:00,22.79,0.1,24,44,493,19
30,8,2019-05-16 19:50:00+00:00,22.81,0.1,19,44,494,19
30,8,2019-05-16 19:55:00+00:00,22.84,0.2,0,44,498,19
30,8,2019-05-16 20:00:00+00:00,22.85,0.2,0,44,502,20
30,8,2019-05-16 20:05:00+00:00,22.88,0.2,19,45,506,20
30,8,2019-05-16 20:10:00+00:00,22.89,0.2,24,44,507,20
30,8,2019-05-16 20:15:00+00:00,22.9,0.2,24,44,508,20
30,8,2019-05-16 20:20:00+00:00,22.91,0.2,24,44,509,20
30,8,2019-05-16 20:25:00+00:00,22.93,0.2,24,44,509,20
30,8,2019-05-16 20:30:00+00:00,22.95,0.2,24,46,509,20
30,8,2019-05-16 20:35:00+00:00,22.95,0.2,0,47,508,20
30,8,2019-05-16 20:40:00+00:00,22.96,0.2,0,45,510,20
30,8,2019-05-16 20:45:00+00:00,22.96,0.2,0,44,511,20
30,8,2019-05-16 20:50:00+00:00,22.97,0.2,0,44,513,20
30,8,2019-05-16 20:55:00+00:00,22.98,0.2,0,44,512,20
30,8,2019-05-16 21:00:00+00:00,22.98,0.2,0,44,510,21
30,8,2019-05-16 21:05:00+00:00,22.99,0.2,0,44,510,21
30,8,2019-05-16 21:10:00+00:00,23.0,0.2,0,44,510,21
30,8,2019-05-16 21:15:00+00:00,23.0,0.2,0,44,511,21
30,8,2019-05-16 21:20:00+00:00,23.01,0.2,0,44,511,21
30,8,2019-05-16 21:25:00+00:00,23.01,0.2,0,44,510,21
30,8,2019-05-16 21:30:00+00:00,23.01,0.2,0,44,510,21
30,8,2019-05-16 21:35:00+00:00,23.02,0.2,0,44,511,21
30,8,2019-05-16 21:40:00+00:00,23.03,0.2,0,44,513,21
30,8,2019-05-16 21:45:00+00:00,23.04,0.2,0,44,516,21
30,8,2019-05-16 21:50:00+00:00,23.04,0.2,0,44,513,21
30,8,2019-05-16 21:55:00+00:00,23.04,0.2,0,44,516,21
30,8,2019-05-16 22:00:00+00:00,23.06,0.2,0,44,511,22
30,8,2019-05-16 22:05:00+00:00,23.05,0.2,0,44,513,22
30,8,2019-05-16 22:10:00+00:00,23.05,0.2,0,44,513,22
30,8,2019-05-16 22:15:00+00:00,23.06,0.2,0,44,514,22
30,8,2019-05-16 22:20:00+00:00,23.05,0.2,0,44,513,22
30,8,2019-05-16 22:25:00+00:00,23.05,0.2,0,44,512,22
30,8,2019-05-16 22:30:00+00:00,23.04,0.2,0,44,512,22
30,8,2019-05-16 22:35:00+00:00,23.04,0.2,0,44,511,22
30,8,2019-05-16 22:40:00+00:00,23.05,0.2,0,44,511,22
30,8,2019-05-16 22:45:00+00:00,23.06,0.2,0,44,511,22
30,8,2019-05-16 22:50:00+00:00,23.07,0.2,0,44,510,22
30,8,2019-05-16 22:55:00+00:00,23.07,0.2,0,44,509,22
30,8,2019-05-16 23:00:00+00:00,23.07,0.2,0,44,509,23
30,8,2019-05-16 23:05:00+00:00,23.07,0.2,0,44,510,23
30,8,2019-05-16 23:10:00+00:00,23.06,0.2,0,44,510,23
30,8,2019-05-16 23:15:00+00:00,23.05,0.2,0,44,509,23
30,8,2019-05-16 23:20:00+00:00,23.06,0.2,0,44,508,23
30,8,2019-05-16 23:25:00+00:00,23.05,0.2,0,44,507,23
30,8,2019-05-16 23:30:00+00:00,23.06,0.2,0,44,505,23
30,8,2019-05-16 23:35:00+00:00,23.05,0.2,0,44,507,23
30,8,2019-05-16 23:40:00+00:00,23.05,0.2,0,44,505,23
30,8,2019-05-16 23:45:00+00:00,23.07,0.2,0,44,505,23
30,8,2019-05-16 23:50:00+00:00,23.06,0.2,0,44,505,23
30,8,2019-05-16 23:55:00+00:00,23.05,0.2,0,44,505,23
30,8,2019-05-17 00:00:00+00:00,23.05,0.2,0,44,502,0
30,8,2019-05-17 00:05:00+00:00,23.05,0.2,0,44,504,0
30,8,2019-05-17 00:10:00+00:00,23.06,0.2,0,44,503,0
30,8,2019-05-17 00:15:00+00:00,23.07,0.2,0,44,503,0
30,8,2019-05-17 00:20:00+00:00,23.04,0.2,0,44,501,0
30,8,2019-05-17 00:25:00+00:00,23.04,0.2,0,44,500,0
30,8,2019-05-17 00:30:00+00:00,23.04,0.2,0,44,501,0
30,8,2019-05-17 00:35:00+00:00,23.02,0.2,0,44,501,0
30,8,2019-05-17 00:40:00+00:00,23.02,0.2,0,44,500,0
30,8,2019-05-17 00:45:00+00:00,23.02,0.2,0,44,499,0
30,8,2019-05-17 00:50:00+00:00,23.02,0.2,0,44,499,0
30,8,2019-05-17 00:55:00+00:00,23.01,0.2,0,44,499,0
30,8,2019-05-17 01:00:00+00:00,23.0,0.2,0,44,498,1
30,8,2019-05-17 01:05:00+00:00,23.0,0.2,0,44,499,1
30,8,2019-05-17 01:10:00+00:00,22.99,0.2,0,44,497,1
30,8,2019-05-17 01:15:00+00:00,22.98,0.2,0,44,498,1
30,8,2019-05-17 01:20:00+00:00,22.98,0.2,0,44,498,1
30,8,2019-05-17 01:25:00+00:00,22.98,0.2,0,44,498,1
30,8,2019-05-17 01:30:00+00:00,22.99,0.2,0,44,496,1
30,8,2019-05-17 01:35:00+00:00,22.98,0.2,0,44,497,1
30,8,2019-05-17 01:40:00+00:00,22.97,0.2,0,44,496,1
30,8,2019-05-17 01:45:00+00:00,22.98,0.2,0,44,496,1
30,8,2019-05-17 01:50:00+00:00,22.96,0.2,0,44,495,1
30,8,2019-05-17 01:55:00+00:00,22.95,0.2,0,44,496,1
30,8,2019-05-17 02:00:00+00:00,22.96,0.2,0,44,496,2
30,8,2019-05-17 02:05:00+00:00,22.95,0.2,0,44,495,2
30,8,2019-05-17 02:10:00+00:00,22.94,0.2,0,44,494,2
30,8,2019-05-17 02:15:00+00:00,22.94,0.2,0,44,493,2
30,8,2019-05-17 02:20:00+00:00,22.93,0.2,0,44,493,2
30,8,2019-05-17 02:25:00+00:00,22.93,0.2,0,44,492,2
30,8,2019-05-17 02:30:00+00:00,22.93,0.2,0,44,493,2
30,8,2019-05-17 02:35:00+00:00,22.93,0.2,0,44,491,2
30,8,2019-05-17 02:40:00+00:00,22.92,0.2,0,44,490,2
30,8,2019-05-17 02:45:00+00:00,22.91,0.2,0,44,491,2
30,8,2019-05-17 02:50:00+00:00,22.91,0.2,0,44,491,2
30,8,2019-05-17 02:55:00+00:00,22.91,0.2,0,44,491,2
30,8,2019-05-17 03:00:00+00:00,22.92,0.2,0,44,490,3
30,8,2019-05-17 03:05:00+00:00,22.9,0.2,0,44,489,3
30,8,2019-05-17 03:10:00+00:00,22.9,0.2,0,44,489,3
30,8,2019-05-17 03:15:00+00:00,22.89,0.2,0,44,488,3
30,8,2019-05-17 03:20:00+00:00,22.9,0.2,0,44,488,3
30,8,2019-05-17 03:25:00+00:00,22.89,0.2,0,44,488,3
30,8,2019-05-17 03:30:00+00:00,22.89,0.2,0,44,487,3
30,8,2019-05-17 03:35:00+00:00,22.88,0.2,0,44,487,3
30,8,2019-05-17 03:40:00+00:00,22.88,0.2,0,44,486,3
30,8,2019-05-17 03:45:00+00:00,22.88,0.2,0,44,485,3
30,8,2019-05-17 03:50:00+00:00,22.87,0.1,0,44,486,3
30,8,2019-05-17 03:55:00+00:00,22.88,0.1,0,44,485,3
30,8,2019-05-17 04:00:00+00:00,22.88,0.2,0,44,485,4
30,8,2019-05-17 04:05:00+00:00,22.86,0.1,0,44,485,4
30,8,2019-05-17 04:10:00+00:00,22.86,0.1,0,44,485,4
30,8,2019-05-17 04:15:00+00:00,22.85,0.1,0,44,484,4
30,8,2019-05-17 04:20:00+00:00,22.84,0.1,0,44,483,4
30,8,2019-05-17 04:25:00+00:00,22.84,0.1,0,44,484,4
30,8,2019-05-17 04:30:00+00:00,22.84,0.1,0,44,484,4
30,8,2019-05-17 04:30:00+00:00,22.84,0.1,0,44,484,4
30,8,2019-05-17 04:35:00+00:00,22.84,0.1,0,44,482,4
30,8,2019-05-17 04:40:00+00:00,22.83,0.1,0,44,482,4
30,8,2019-05-17 04:45:00+00:00,22.84,0.1,0,44,483,4
30,8,2019-05-17 04:50:00+00:00,22.81,0.1,0,44,481,4
30,8,2019-05-17 04:55:00+00:00,22.8,0.1,0,44,482,4
30,8,2019-05-17 05:00:00+00:00,22.8,0.1,0,44,481,5
30,8,2019-05-17 05:05:00+00:00,22.8,0.1,0,44,481,5
30,8,2019-05-17 05:10:00+00:00,22.8,0.1,0,44,481,5
30,8,2019-05-17 05:15:00+00:00,22.79,0.1,0,44,481,5
30,8,2019-05-17 05:20:00+00:00,22.79,0.1,0,44,478,5
30,8,2019-05-17 05:25:00+00:00,22.78,0.1,0,44,480,5
30,8,2019-05-17 05:30:00+00:00,22.77,0.1,0,44,480,5
30,8,2019-05-17 05:35:00+00:00,22.77,0.1,0,44,479,5
30,8,2019-05-17 05:40:00+00:00,22.77,0.1,0,44,478,5
30,8,2019-05-17 05:45:00+00:00,22.76,0.1,0,44,478,5
30,8,2019-05-17 05:50:00+00:00,22.75,0.1,0,44,479,5
30,8,2019-05-17 05:55:00+00:00,22.75,0.1,0,44,478,5
30,8,2019-05-17 06:00:00+00:00,22.75,0.1,0,44,478,6
30,8,2019-05-17 06:05:00+00:00,22.74,0.1,0,44,477,6
30,8,2019-05-17 06:10:00+00:00,22.73,0.1,0,44,477,6
30,8,2019-05-17 06:15:00+00:00,22.73,0.1,0,44,478,6
30,8,2019-05-17 06:20:00+00:00,22.72,0.1,0,44,478,6
30,8,2019-05-17 06:25:00+00:00,22.72,0.1,0,44,478,6
30,8,2019-05-17 06:30:00+00:00,22.72,0.1,0,44,479,6
30,8,2019-05-17 06:35:00+00:00,22.71,0.1,0,44,478,6
30,8,2019-05-17 06:40:00+00:00,22.73,0.1,0,44,477,6
30,8,2019-05-17 06:45:00+00:00,22.71,0.1,0,44,477,6
30,8,2019-05-17 06:50:00+00:00,22.7,0.1,0,44,476,6
30,8,2019-05-17 06:55:00+00:00,22.69,0.1,0,44,477,6
30,8,2019-05-17 07:00:00+00:00,22.66,0.1,24,44,476,7
30,8,2019-05-17 07:05:00+00:00,22.63,0.1,55,44,475,7
30,8,2019-05-17 07:10:00+00:00,22.6,0.1,76,44,483,7
30,8,2019-05-17 07:15:00+00:00,22.58,0.1,86,44,485,7
30,8,2019-05-17 07:20:00+00:00,22.54,0.1,117,44,486,7
30,8,2019-05-17 07:25:00+00:00,22.53,0.1,117,44,486,7
30,8,2019-05-17 07:30:00+00:00,22.5,0.1,107,45,491,7
30,8,2019-05-17 07:35:00+00:00,22.49,0.0,112,44,493,7
30,8,2019-05-17 07:40:00+00:00,22.44,0.0,117,45,492,7
30,8,2019-05-17 07:45:00+00:00,22.42,0.0,122,45,495,7
30,8,2019-05-17 07:50:00+00:00,22.42,0.0,122,44,498,7
30,8,2019-05-17 07:55:00+00:00,22.41,0.0,133,44,499,7
30,8,2019-05-17 08:00:00+00:00,22.36,0.0,128,45,504,8
30,8,2019-05-17 08:05:00+00:00,22.31,0.0,107,44,510,8
30,8,2019-05-17 08:10:00+00:00,22.25,0.0,112,45,514,8
30,8,2019-05-17 08:15:00+00:00,22.22,0.0,112,45,519,8
30,8,2019-05-17 08:20:00+00:00,22.19,0.0,112,45,529,8
30,8,2019-05-17 08:25:00+00:00,22.21,0.0,117,46,541,8
30,8,2019-05-17 08:30:00+00:00,22.22,0.0,117,46,558,8
30,8,2019-05-17 08:35:00+00:00,22.24,0.0,112,47,572,8
30,8,2019-05-17 08:40:00+00:00,22.26,0.0,117,48,593,8
30,8,2019-05-17 08:45:00+00:00,22.28,0.0,117,48,618,8
30,8,2019-05-17 08:50:00+00:00,22.3,0.0,117,49,636,8
30,8,2019-05-17 08:55:00+00:00,22.35,0.1,112,49,657,8
30,8,2019-05-17 09:00:00+00:00,22.37,0.1,112,49,698,9
30,8,2019-05-17 09:05:00+00:00,22.4,0.1,117,51,727,9
30,8,2019-05-17 09:10:00+00:00,22.43,0.1,112,50,737,9
30,8,2019-05-17 09:15:00+00:00,22.46,0.1,122,50,743,9
30,8,2019-05-17 09:20:00+00:00,22.5,0.1,154,51,750,9
30,8,2019-05-17 09:25:00+00:00,22.55,0.1,154,49,761,9
30,8,2019-05-17 09:30:00+00:00,22.57,0.1,154,47,757,9
30,8,2019-05-17 09:35:00+00:00,22.6,0.1,159,46,753,9
30,8,2019-05-17 09:40:00+00:00,22.63,0.1,159,50,764,9
30,8,2019-05-17 09:45:00+00:00,22.67,0.1,159,52,775,9
30,8,2019-05-17 09:50:00+00:00,22.69,0.2,159,52,781,9
30,8,2019-05-17 09:55:00+00:00,22.7,0.2,154,50,782,9
30,8,2019-05-17 10:00:00+00:00,22.75,0.2,154,51,792,10
30,8,2019-05-17 10:05:00+00:00,22.79,0.2,154,51,806,10
30,8,2019-05-17 10:10:00+00:00,22.86,0.2,159,47,807,10
30,8,2019-05-17 10:15:00+00:00,22.89,0.2,154,48,790,10
30,8,2019-05-17 10:20:00+00:00,22.9,0.2,154,49,793,10
30,8,2019-05-17 10:25:00+00:00,22.94,0.2,154,48,785,10
30,8,2019-05-17 10:30:00+00:00,22.94,0.2,154,47,784,10
30,8,2019-05-17 10:35:00+00:00,22.9,0.2,154,48,780,10
30,8,2019-05-17 10:40:00+00:00,22.96,0.2,154,48,791,10
30,8,2019-05-17 10:45:00+00:00,23.01,0.2,159,47,784,10
30,8,2019-05-17 10:50:00+00:00,23.04,0.2,159,48,779,10
30,8,2019-05-17 10:55:00+00:00,23.08,0.2,159,47,766,10
30,8,2019-05-17 11:00:00+00:00,23.11,0.3,159,47,769,11
30,8,2019-05-17 11:05:00+00:00,23.12,0.3,159,47,773,11
30,8,2019-05-17 11:10:00+00:00,23.15,0.3,159,47,742,11
30,8,2019-05-17 11:15:00+00:00,23.14,0.2,138,46,721,11
30,8,2019-05-17 11:20:00+00:00,23.16,0.3,143,46,720,11
30,8,2019-05-17 11:25:00+00:00,23.17,0.3,148,46,706,11
30,8,2019-05-17 11:30:00+00:00,23.19,0.3,164,46,707,11
30,8,2019-05-17 11:35:00+00:00,23.21,0.3,169,47,704,11
30,8,2019-05-17 11:40:00+00:00,23.21,0.3,164,47,709,11
30,8,2019-05-17 11:45:00+00:00,23.24,0.3,164,46,706,11
30,8,2019-05-17 11:50:00+00:00,23.25,0.3,164,45,708,11
30,8,2019-05-17 11:55:00+00:00,23.27,0.3,164,48,712,11
30,8,2019-05-17 12:00:00+00:00,23.31,0.3,169,52,704,12
30,8,2019-05-17 12:05:00+00:00,23.35,0.3,154,53,693,12
30,8,2019-05-17 12:10:00+00:00,23.35,0.3,164,53,701,12
30,8,2019-05-17 12:15:00+00:00,23.36,0.3,164,50,703,12
30,8,2019-05-17 12:20:00+00:00,23.36,0.3,190,49,695,12
30,8,2019-05-17 12:25:00+00:00,23.36,0.3,200,53,713,12
30,8,2019-05-17 12:30:00+00:00,23.36,0.3,205,51,695,12
30,8,2019-05-17 12:35:00+00:00,23.34,0.3,200,48,691,12
30,8,2019-05-17 12:40:00+00:00,23.34,0.3,195,48,677,12
30,8,2019-05-17 12:45:00+00:00,23.32,0.3,174,48,662,12
30,8,2019-05-17 12:50:00+00:00,23.31,0.3,174,48,654,12
30,8,2019-05-17 12:55:00+00:00,23.32,0.3,169,47,656,12
30,8,2019-05-17 13:00:00+00:00,23.35,0.3,164,49,674,13
30,8,2019-05-17 13:05:00+00:00,23.32,0.3,169,48,662,13
30,8,2019-05-17 13:10:00+00:00,23.3,0.3,164,46,657,13
30,8,2019-05-17 13:15:00+00:00,23.29,0.3,159,46,661,13
30,8,2019-05-17 13:20:00+00:00,23.34,0.3,169,46,656,13
30,8,2019-05-17 13:25:00+00:00,23.32,0.3,164,46,656,13
30,8,2019-05-17 13:30:00+00:00,23.31,0.3,159,47,659,13
30,8,2019-05-17 13:35:00+00:00,23.33,0.3,159,47,656,13
30,8,2019-05-17 13:40:00+00:00,23.37,0.3,159,46,648,13
30,8,2019-05-17 13:45:00+00:00,23.37,0.3,164,45,641,13
30,8,2019-05-17 13:50:00+00:00,23.39,0.3,164,46,630,13
30,8,2019-05-17 13:55:00+00:00,23.36,0.3,159,47,631,13
30,8,2019-05-17 14:00:00+00:00,23.34,0.3,154,47,635,14
30,8,2019-05-17 14:05:00+00:00,23.39,0.3,148,47,637,14
30,8,2019-05-17 14:10:00+00:00,23.36,0.3,148,48,648,14
30,8,2019-05-17 14:15:00+00:00,23.35,0.3,154,46,637,14
30,8,2019-05-17 14:20:00+00:00,23.34,0.3,148,46,625,14
30,8,2019-05-17 14:25:00+00:00,23.34,0.3,154,46,623,14
30,8,2019-05-17 14:30:00+00:00,23.34,0.3,154,48,622,14
30,8,2019-05-17 14:35:00+00:00,23.27,0.3,154,48,635,14
30,8,2019-05-17 14:40:00+00:00,23.26,0.3,154,47,629,14
30,8,2019-05-17 14:45:00+00:00,23.23,0.3,154,47,633,14
30,8,2019-05-17 14:50:00+00:00,23.23,0.3,154,47,630,14
30,8,2019-05-17 14:55:00+00:00,23.22,0.3,148,46,625,14
30,8,2019-05-17 15:00:00+00:00,23.19,0.3,148,46,649,15
30,8,2019-05-17 15:05:00+00:00,23.12,0.2,148,49,657,15
30,8,2019-05-17 15:10:00+00:00,23.07,0.2,133,50,662,15
30,8,2019-05-17 15:15:00+00:00,23.06,0.2,138,50,676,15
30,8,2019-05-17 15:20:00+00:00,23.04,0.2,133,52,690,15
30,8,2019-05-17 15:25:00+00:00,23.06,0.3,133,51,684,15
30,8,2019-05-17 15:30:00+00:00,23.1,0.3,128,49,687,15
30,8,2019-05-17 15:35:00+00:00,23.1,0.3,122,50,692,15
30,8,2019-05-17 15:40:00+00:00,23.07,0.3,122,51,684,15
30,8,2019-05-17 15:45:00+00:00,23.07,0.3,117,50,681,15
30,8,2019-05-17 15:50:00+00:00,23.05,0.3,112,50,685,15
30,8,2019-05-17 15:55:00+00:00,23.06,0.2,107,51,682,15
